..\bba\Runout_after_1N_X.pbn

                        -- Sorted by Board Number --
brd# dlr contract score  par     north            east             south            west             | auction...   | notes
---- --- -------- -----  ------  ---------------- ---------------- ---------------- ---------------- | ------------------------- 
1     S  2H-E      -140          9874.62.Q9642.96 T32.T9874.87.T32 AQJ6.Q3.K53.KQ75 K5.AKJ5.AJT.AJ84 | 1N-X=1=-P-2H | Cappelletti, strong
400   S  2S-S      -100          875.T76.T9853.K4 62.A943.762.Q762 AT43.K85.AK.JT93 KQJ9.QJ2.QJ4.A85 | 1N-X=1=-P-P-XX=2=-P-2D-P-2S | Cappelletti, strong | SOS
401   S  3S-E      -140          74.T6432.5.A5432 T8653.J9.T98763. AK9.AQ87.A42.T98 QJ2.K5.KQJ.KQJ76 | 1N-X=1=-2D-P-2H-X-P-3S | Cappelletti, strong
402   S  2S-E      -170          8.943.9854.K6542 JT753.752.76.QJ3 Q62.KJ8.KQT32.A7 AK94.AQT6.AJ.T98 | 1N-X=1=-P-2S | Cappelletti, strong
403   S  2D-S        90          J3.JT93.T3.Q7652 8642.Q875.Q92.84 AT7.A2.KJ864.A93 KQ95.K64.A75.KJT | 1N-X=1=-P-P-2D | Cappelletti, strong
404   S  3C-S       130          964.KT.72.Q98762 JT8.97642.JT54.4 A752.AQJ5.A86.J3 KQ3.83.KQ93.AKT5 | 1N-X=1=-2S=2=-P-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
405   S  1S-W      -140          75.842.T32.QT753 K832.T73.54.A982 T9.AKQ6.KQ976.J4 AQJ64.J95.AJ8.K6 | 1D-1S
406   S  3CX-E     -670          KT974.J6.T7653.6 85.Q873.8.QT5432 AQ32.AK5.QJ42.98 J6.T942.AK9.AKJ7 | 1N-X=1=-2H-3C-X=2= | Cappelletti, strong | Support
407   S  2H-E      -110          32.983.KQ932.986 T4.T654.T874.752 AQ85.KJ7.J6.KJT3 KJ976.AQ2.A5.AQ4 | 1N-X=1=-P-2H | Cappelletti, strong
408   S  3D-S       -50          92.8.T87432.JT84 A7543.A9543.6.92 J8.QJT62.AK9.A65 KQT6.K7.QJ5.KQ73 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
409   S  2D-N        90          65.Q65.Q8543.T94 J973.KJ8.762.763 KQ42.A742.JT9.AJ AT8.T93.AK.KQ852 | 1N-X=1=-P-P-XX=2=-P-2D | Cappelletti, strong | SOS
410   S  2H-S       110          Q2.QJT82.3.T7632 JT54.753.Q9652.5 K986.A6.AKT8.J98 A73.K94.J74.AKQ4 | 1N-X=1=-2D-P-2H | Cappelletti, strong
411   S  3H-E        50          97.632.42.Q98543 Q84.8754.QT53.J2 AKT52.KT9.J96.A6 J63.AQJ.AK87.KT7 | 1N-X=1=-2S=2=-P-3C=3=-X-P-3H | Cappelletti, strong | 1N-2S transfer to clubs | Automat
412   S  3DX-S     -500          96.92.T98742.876 J43.KT753.A5.T53 QT72.AQ8.Q63.KQ9 AK85.J64.KJ.AJ42 | 1N-X=1=-3C=2=-P-3D=3=-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
413   S  3D-S       130          .J873.K97643.872 QJ754.9654.2.964 KT3.Q2.AJT5.AJ53 A9862.AKT.Q8.KQT | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
414   S  3D-N       110          842.T532.KQ652.5 A9763.4.T93.T986 KT5.KQ876.AJ.Q73 QJ.AJ9.874.AKJ42 | 1N-X=1=-P-2S-P-P-3D | Cappelletti, strong
415   S  2H-E      -140          J86.JT.T9763.Q53 Q432.Q8543.82.T6 A97.A62.54.AK987 KT5.K97.AKQJ.J42 | 1N-X=1=-P-2H | Cappelletti, strong
416   S  2DX-S     -100          98.42.JT54.JT854 7654.T93.Q2.A973 KT3.AK86.K873.Q6 AQJ2.QJ75.A96.K2 | 1N-X=1=-P-P-XX=2=-P-2C=3=-P-2D-P-P-X | Cappelletti, strong | SOS | Artificial
417   S  5C-E        50          T6543.7.T9843.87 9.Q865.5.KQJT963 AQ87.AJ94.AJ7.54 KJ2.KT32.KQ62.A2 | 1N-X=1=-2H-5C | Cappelletti, strong
418   S  2H-E      -170          43.65.JT98.Q8643 QJT6.QT9832.63.2 72.A4.AQ75.AJT97 AK985.KJ7.K42.K5 | 1N-X=1=-P-2H | Cappelletti, strong
419   S  2D-S       -50          JT9.T2.953.QJ964 543.7654.T2.A873 AK86.983.KQ86.KT Q72.AKQJ.AJ74.52 | 1N-X=1=-P-P-XX=2=-P-2C=3=-P-2D | Cappelletti, strong | SOS | Artificial
420   S  3D-S       110          5.6.JT8763.QT932 T8632.QJT954.2.J KJ97.872.AK.A874 AQ4.AK3.Q954.K65 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
421   S  3H-E      -140          8542.73.JT7532.J JT6.T9842.94.T52 K3.AK6.KQ8.Q9864 AQ97.QJ5.A6.AK73 | 1N-X=1=-3C=2=-P-3D=3=-X-P-3H | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
422   S  2S-S       170          A9763.8.T7532.J6 42.J9754.64.Q875 KQ85.Q62.AQ8.K32 JT.AKT3.KJ9.AT94 | 1N-X=1=-2H-P-2S | Cappelletti, strong
423   S  2D-E       -90          T.J752.T97.K9542 9763.8.A8542.876 KJ52.KQ94.K63.QJ AQ84.AT63.QJ.AT3 | 1N-X=1=-P-P-XX=2=-P-2C=3=-2D | Cappelletti, strong | SOS | Artificial
424   S  2D-E      -110          T7.T863.98.QT754 42.752.KQ732.983 AQJ65.KJ.JT5.KJ2 K983.AQ94.A64.A6 | 1N-X=1=-P-2D | Cappelletti, strong
425   S  4DX-N     -500          632.32.T87632.T4 QJ8.QT854.9.KJ98 K97.AKJ9.KJ4.765 AT54.76.AQ5.AQ32 | 1N-X=1=-3C=2=-3H-P-3N-4D-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds
426   S  4DX-S     -200          52.94.J76543.KJ4 J3.87532.T9.T852 Q9864.KT6.AK.A96 AKT7.AQJ.Q82.Q73 | 1N-X=1=-3C=2=-P-3D=3=-X-P-3H-P-P-4D-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
427   S  3D-N       -50          J542.7.J9543.K63 86.QJT984.T8.T72 T73.AK63.Q7.AQ85 AKQ9.52.AK62.J94 | 1N-X=1=-P-2H-P-P-3D | Cappelletti, strong
428   S  3D-S      -100          J4.J8.T86543.742 AT983.Q953.72.93 K75.AT74.AJ9.AT8 Q62.K62.KQ.KQJ65 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
429   S  2S-E      -140          T.862.J962.AT987 J97543.T3.873.64 AQ2.QJ954.A4.QJ2 K86.AK7.KQT5.K53 | 1N-X=1=-P-2S | Cappelletti, strong
430   S  2S-E      -170          2.QT2.8732.J8765 Q8654.874.T54.T3 J3.AKJ96.AJ9.Q92 AKT97.53.KQ6.AK4 | 1N-X=1=-P-2S | Cappelletti, strong
431   S  2CX-S      180          Q74.752.T8653.T8 T93.KQ94.Q7.9752 J82.AT3.92.AKQJ3 AK65.J86.AKJ4.64 | 1N-X=1=-P-P-2C-P-P-X | Cappelletti, strong
432   S  3C-N       -50          K653.97.T9.Q9842 8742.JT64.874.JT AJ9.KQ52.AJ32.75 QT.A83.KQ65.AK63 | 1N-X=1=-P-2H-P-P-3C | Cappelletti, strong
433   S  4DX-N     -300          8654.T9.QJ9872.T T732.J83.5.KQ842 AKJ.K7652.K4.J76 Q9.AQ4.AT63.A953 | 1N-X=1=-3C=2=-X-P-P-3D-4C-P-P-4D-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds
434   S  2S-E      -200          94.9652.32.K9874 T7652.43.KJT987. Q8.AKT8.64.AQT63 AKJ3.QJ7.AQ5.J52 | 1N-X=1=-P-2S | Cappelletti, strong
435   S  2H-S       110          53.76432.3.A6542 T986.K98.J952.T9 AK74.JT5.K87.KJ7 QJ2.AQ.AQT64.Q83 | 1N-X=1=-2D-P-2H | Cappelletti, strong
436   S  3C-S       130          3.7532.85.KJT752 J86.94.Q97632.93 AT974.Q86.AJ.A86 KQ52.AKJT.KT4.Q4 | 1N-X=1=-2S=2=-P-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
437   S  2H-E      -140          JT5.42.T96.JT974 8762.T9865.Q73.8 A43.AK3.KJ4.Q652 KQ9.QJ7.A852.AK3 | 1N-X=1=-P-2H | Cappelletti, strong
438   S  3C-S       110          8.742.QJ843.J654 T97542.95.765.97 J63.AQ3.K2.KQT83 AKQ.KJT86.AT9.A2 | 1N-X=1=-P-2S-P-P-X-P-3C | Cappelletti, strong
439   S  3C-S       110          QT5.4.986.976532 J643.QT765.QT.T4 A98.AJ2.K432.KQ8 K72.K983.AJ75.AJ | 1N-X=1=-2S=2=-P-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
440   S  3C-S       110          T94.6.843.JT8754 873.7542.KJ97.Q9 KQJ6.A93.T62.AK6 A52.KQJT8.AQ5.32 | 1N-X=1=-2S=2=-P-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
441   S  3D-S       -50          T987.4.T64.A5432 A64.J7653.873.T7 K32.T9.AKQJ5.Q96 QJ5.AKQ82.92.KJ8 | 1N-X=1=-P-2H-P-P-X-P-3D | Cappelletti, strong
442   S  2C-E       -90          96.6432.QT654.93 T42.87.J983.Q542 KJ853.KQT.K7.KJT AQ7.AJ95.A2.A876 | 1N-X=1=-P-2C | Cappelletti, strong
443   S  2D-E       -90          82.63.J543.Q8532 KT63.J74.T8762.J AQ4.AT98.Q9.K976 J975.KQ52.AK.AT4 | 1N-X=1=-P-2D | Cappelletti, strong
444   S  3C-N       110          73.J86.764.KJT43 T962.754.K985.65 J84.AKQ2.32.AQ72 AKQ5.T93.AQJT.98 | 1N-X=1=-P-2S-P-P-3C | Cappelletti, strong
445   S  3D-S       110          95.6.J975432.752 8763.QJ852.A6.96 JT2.A97.KT.AK843 AKQ4.KT43.Q8.QJT | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
446   S  2S-E      -230          82.843.86542.873 J9764.T9.J.AK542 KT5.KQJ2.KQT9.J6 AQ3.A765.A73.QT9 | 1N-X=1=-P-2S | Cappelletti, strong
447   S  3C-E      -110          8532.JT64.A8732. 974.852.K5.JT643 AT6.AKQ3.QT4.975 KQJ.97.J96.AKQ82 | 1N-X=1=-P-2C-P-P-2D-P-P-3C | Cappelletti, strong
448   S  2H-E      -140          J84.43.875.J9643 32.T98762.QT3.AT Q965.AKQ.KJ92.82 AKT7.J5.A64.KQ75 | 1N-X=1=-P-2H | Cappelletti, strong
449   S  2H-S       110          T.K9653.JT863.63 J875.J4.92.QT872 K432.A72.74.AKJ9 AQ96.QT8.AKQ5.54 | 1N-X=1=-2D-P-2H | Cappelletti, strong
450   S  3S-E      -140          T4.T7.9852.J6542 J8763.654.KQ7.T3 A2.QJ82.AT4.AQ97 KQ95.AK93.J63.K8 | 1N-X=1=-P-P-XX=2=-P-2C=3=-2S-P-3S | Cappelletti, strong | SOS | Artificial
451   S  3D-S       130          T754.97.QJ9753.T KJ92.542.8.J8543 63.AQ8.AT4.AQ762 AQ8.KJT63.K62.K9 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
452   S  2H-E      -170          732.Q9.985.T9764 T86.AT7654.J72.5 QJ4.32.AKQT.KQ82 AK95.KJ8.643.AJ3 | 1N-X=1=-P-P-XX=2=-P-2C=3=-2H | Cappelletti, strong | SOS | Artificial
453   S  3S-E      -140          93.T92.QJ9762.54 JT752.Q83.85.832 A8.K76.A43.KQT76 KQ64.AJ54.KT.AJ9 | 1N-X=1=-3C=2=-P-3D=3=-X-P-3S | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
454   S  2C-S       110          53.762.T92.AT872 Q942.QJ98.7543.5 KJ6.K43.AJ.K9643 AT87.AT5.KQ86.QJ | 1N-X=1=-P-P-2C | Cappelletti, strong
455   S  5CX-S     -200          4.KJT6.T74.J9542 Q987652.9732.9.3 A3.Q5.KJ85.AQT76 KJT.A84.AQ632.K8 | 1C-1N-3C-P-P-3D-P-4S-5C-X
456   S  5DX-S     -500          53.K.T9532.J8732 QT84.J96432.J7.9 K9762.AT8.AQ4.Q4 AJ.Q75.K86.AKT65 | 1N-X=1=-4S=2=-P-5D-X | Cappelletti, strong | Minors
457   S  3D-S       110          QT43..QJ7543.T75 J72.98632.K62.96 A6.T754.A8.AQJ43 K985.AKQJ.T9.K82 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
458   S  2D-S      -200          Q73.T43.64.J9862 J982.872.KJT5.53 65.KJ5.A9832.AK7 AKT4.AQ96.Q7.QT4 | 1N-X=1=-P-P-2D | Cappelletti, strong
459   S  2S-E        50          Q4.876.Q6532.983 9875.942.94.KJT7 AJ32.KJT5.AJ8.Q2 KT6.AQ3.KT7.A654 | 1N-X=1=-P-2S | Cappelletti, strong
460   S  2S-E      -140          J3.JT82.Q9852.J6 KT952.97.J74.742 764.K4.AK3.KQ985 AQ8.AQ653.T6.AT3 | 1N-X=1=-P-2S | Cappelletti, strong
461   S  1NX-S     -500          86.T962.T7432.64 T752.Q3.J96.AT73 KQJ4.A84.K85.Q95 A93.KJ75.AQ.KJ82 | 1N-X=1= | Cappelletti, strong
462   S  3D-N       -50          862.3.QT864.KT93 T953.J9.J97.6542 K74.AQT64.A32.Q7 AQJ.K8752.K5.AJ8 | 1N-X=1=-P-2S-P-P-3D | Cappelletti, strong
463   S  1NX-S     -500          86.J52.752.T9853 QJ94.K764.JT83.7 K73.Q83.Q94.AKJ4 AT52.AT9.AK6.Q62 | 1N-X=1= | Cappelletti, strong
464   S  1N-S       -50          Q4.QJ2.653.97542 KT9763.987.42.86 52.K543.KJ7.AKQ3 AJ8.AT6.AQT98.JT | 1N
465   S  3D-S       110          T9.T5.QJT752.T95 J854.98764..K863 Q72.AKJ2.A986.Q7 AK63.Q3.K43.AJ42 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
466   S  1N-S      -100          93.K765.53.97642 JT65.AT9.T876.J3 Q87.Q42.KJ2.AKT8 AK42.J83.AQ94.Q5 | 1N
467   S  2S-E      -110          JT.94.T864.Q9854 Q7654.J853.32.J6 A832.A6.KQ75.KT3 K9.KQT72.AJ9.A72 | 1N-X=1=-P-2S | Cappelletti, strong
468   S  2H-E      -200          QJ43..T842.97432 87.T9876432.Q93. KT6.AKQ.65.KQT65 A952.J5.AKJ7.AJ8 | 1N-X=1=-P-2H | Cappelletti, strong
469   S  3CX-S     -500          4.532.754.J98742 9762.T64.KT3.653 AKT5.KJ98.J86.AT QJ83.AQ7.AQ92.KQ | 1N-X=1=-2S=2=-P-3C=3=-X | Cappelletti, strong | 1N-2S transfer to clubs | Automat
470   S  4H-E      -620          98.QT.J97.JT9876 JT54.KJ8742.T5.2 AK72.965.AQ8.Q54 Q63.A3.K6432.AK3 | 1N-X=1=-2S=2=-4H | Cappelletti, strong | 1N-2S transfer to clubs
471   S  1NX-S      180          T4.83.QT87.QJ752 J983.KT65.653.T3 AQ65.AQ7.K94.964 K72.J942.AJ2.AK8 | 1N-X=1= | Cappelletti, strong
472   S  2S-E      -170          94.T3.J984.J9876 AQJ832.842.T7.T5 KT6.AQJ.Q532.K43 75.K9765.AK6.AQ2 | 1N-X=1=-P-2S | Cappelletti, strong
473   S  4S-E      -650          2.J97654.T9843.8 KJT986.T2.J.T754 Q74.K8.AK76.QJ92 A53.AQ3.Q52.AK63 | 1N-X=1=-2D-2S-P-P-3H-3S-P-4S | Cappelletti, strong
474   S  1NX-S     -200          T53.965.T5.T9752 J98.742.QJ93.J83 762.AJT8.K84.AKQ AKQ4.KQ3.A762.64 | 1N-X=1= | Cappelletti, strong
475   S  3N-E       100          84.JT4.986.T9763 KT965.9732.J7.K4 Q72.A865.AT2.AJ2 AJ3.KQ.KQ543.Q85 | 1N-X=1=-P-2N-P-3N | Cappelletti, strong
476   S  4S-E      -420          2.T8732.73.QT762 QJ97643.K54.T2.3 AKT.J9.QJ865.AJ8 85.AQ6.AK94.K954 | 1N-X=1=-2D-3S-P-3N-P-4S | Cappelletti, strong
477   S  2S-E      -140          83.972.J6432.K65 QJT972.J543.9.T9 A65.AK6.AT85.J84 K4.QT8.KQ7.AQ732 | 1N-X=1=-P-2S | Cappelletti, strong
478   S  3C-S       110          632.T2.T6.KJ8762 JT8.Q9876.8743.Q KQ95.KJ54.Q95.A5 A74.A3.AKJ2.T943 | 1N-X=1=-2S=2=-P-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
479   S  2H-E      -140          754.T.8532.87653 J98.98532.Q4.J92 632.AJ4.AJ976.AK AKQT.KQ76.KT.QT4 | 1N-X=1=-P-2H | Cappelletti, strong
480   S  3C-S       130          74.9432.J.QJ9743 QJT82.Q8.T9532.6 A653.A76.AK7.T52 K9.KJT5.Q864.AK8 | 1N-X=1=-2S=2=-X-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
481   S  3D-S       110          QT9.74.K98742.86 7432.T62.53.JT94 J85.KJ985.AQ.KQ5 AK6.AQ3.JT6.A732 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
482   S  2H-E      -110          T73.86.Q64.T8543 Q986.Q532.J5.J72 A52.KT94.AK98.Q9 KJ4.AJ7.T732.AK6 | 1N-X=1=-P-2H | Cappelletti, strong
483   S  5CX-S     -500          .975.KJ872.T8754 T972.JT86.54.Q93 KJ63.AK3.T63.A62 AQ854.Q42.AQ9.KJ | 1N-X=1=-4S=2=-P-5C-X | Cappelletti, strong | Minors
484   S  4S-E      -650          96.764.QT9876.95 KJT8543.85.2.J82 72.AQJ32.AJ4.K76 AQ.KT9.K53.AQT43 | 1N-X=1=-3C=2=-4S | Cappelletti, strong | 1N-3C transfer to diamonds
485   S  2S-S      -100          T6.Q92.J9832.985 9754.JT763.K.QT7 KQJ82.A5.A74.J63 A3.K84.QT65.AK42 | 1N-X=1=-P-P-2S | Cappelletti, strong
486   S  2H-E      -170          9752.3.T8754.764 T.KJ9762.96.KQ92 AQ3.QT4.AK32.T85 KJ864.A85.QJ.AJ3 | 1N-X=1=-P-2H | Cappelletti, strong
487   S  2C-E      -130          J2.JT63.JT743.82 QT75.Q8.52.J9754 AK943.95.KQ8.A63 86.AK742.A96.KQT | 1N-X=1=-P-2C | Cappelletti, strong
488   S  2C-E       100          T742.K7.42.98754 865.J5.8753.QT32 KQ3.Q962.AQJ6.K6 AJ9.AT843.KT9.AJ | 1N-X=1=-P-2C | Cappelletti, strong
489   S  2S-E       200          7542.74.87.KQ987 JT63.83.9652.642 K8.KT96.KQJ4.AJ5 AQ9.AQJ52.AT3.T3 | 1N-X=1=-P-2S | Cappelletti, strong
490   S  1NX-S     -200          T98.T73.T2.J8653 Q752.A42.87543.9 K63.KJ86.QJ6.AK2 AJ4.Q95.AK9.QT74 | 1N-X=1= | Cappelletti, strong
491   S  3D-S       110          742.J952.JT9632. AT83.Q76.74.T432 KQ9.AT43.Q5.AJ98 J65.K8.AK8.KQ765 | 1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
492   S  1NX-S     -200          865.732.32.Q9632 KT93.JT4.9864.85 AQ42.A96.KJ5.KT7 J7.KQ85.AQT7.AJ4 | 1N-X=1= | Cappelletti, strong
493   S  1NX-S     -500          863.9743.T.T9743 5.Q86.QJ97432.K6 J942.AK5.K65.A82 AKQT7.JT2.A8.QJ5 | 1N-X=1= | Cappelletti, strong
494   S  2S-E        50          75.T94.432.AT964 JT96.863.JT85.32 A84.QJ75.KQ9.KJ5 KQ32.AK2.A76.Q87 | 1N-X=1=-P-2S | Cappelletti, strong
495   S  4HX-E     -590          8632..JT76.98764 T5.KT986.92.AJ52 AK7.J543.Q853.KQ QJ94.AQ72.AK4.T3 | 1N-X=1=-P-P-XX=2=-P-2C=3=-2H-P-3H-P-4H-X | Cappelletti, strong | SOS | Artificial
496   S  3D-N       -50          T8.65.JT862.A874 J64.9874.73.JT52 K972.QJ2.AK9.Q96 AQ53.AKT3.Q54.K3 | 1N-X=1=-P-2H-P-P-3D | Cappelletti, strong
497   S  2S-E      -110          987.J72.T6542.84 QJT4.T3.Q73.T972 K53.AQ86.K98.KQ5 A62.K954.AJ.AJ63 | 1N-X=1=-P-2S | Cappelletti, strong
498   S  2H-E      -230          J85.3.JT53.T9862 964.AQ9765.742.7 32.JT42.KQ9.AKQ3 AKQT7.K8.A86.J54 | 1N-X=1=-P-2H | Cappelletti, strong
499   S  2S-N       110          T732.5.J97.KT642 986.J73.K842.J53 KQJ4.K962.QT5.A7 A5.AQT84.A63.Q98 | 1N-X=1=-P-P-XX=2=-P-2C=3=-P-2H-P-2S | Cappelletti, strong | SOS | Artificial
500   S  2H-E       100          T3.T952.T7.Q9765 9542.7643.643.32 Q87.KQ8.KQJ85.KT AKJ6.AJ.A92.AJ84 | 1N-X=1=-P-2H | Cappelletti, strong

             -- Sorted Summary of Bidding Sequences --

    1  1C-1N-3C-P-P-3D-P-4S-5C-X
    1  1C-1S-3C-P-P-X-P-4C=1=-X-P=2=-P-4S | Limit raise or better in !S | Denies a !C stopper
    1  1C-X-P-2S-P-2N-P-3H-P-4S
    1  1C-X-P-2S-P-3S
    1  1D-1H-P-P-2C-X-P-2S-3D-P-4C
    1  1D-1N-P-2D-X-3H=1= | Super acceptance after NT
    1  1D-1S
    1  1D-X-P-1S-2H-2S
    1  1D-X-P-1S-2H-P-3D-3S-P-P-4D
    2  1D-X-P-1S-P-4S
    2  1N
   27  1N-X=1= | Cappelletti, strong
    1  1N-X=1=-2D-2S | Cappelletti, strong
    1  1N-X=1=-2D-2S-P-3H=2=-4D-4S-5H-X | Cappelletti, strong | Limit raise or better in !S
    1  1N-X=1=-2D-2S-P-P-3H-3S | Cappelletti, strong
    1  1N-X=1=-2D-2S-P-P-3H-3S-P-4S | Cappelletti, strong
    1  1N-X=1=-2D-2S-X=2=-3H=3=-P-3S-P-4S | Cappelletti, strong | Support | Limit raise or better in !S
    1  1N-X=1=-2D-2S-X=2=-P-3H-P-P-3S | Cappelletti, strong | Support
    1  1N-X=1=-2D-3S-P-3N-P-4S | Cappelletti, strong
    1  1N-X=1=-2D-4C | Cappelletti, strong
    1  1N-X=1=-2D-4S | Cappelletti, strong
    1  1N-X=1=-2D-5C | Cappelletti, strong
    5  1N-X=1=-2D-P-2H | Cappelletti, strong
    1  1N-X=1=-2D-P-2H-P-P-3C | Cappelletti, strong
    1  1N-X=1=-2D-P-2H-X-P-3S | Cappelletti, strong
    1  1N-X=1=-2D-X-2H-2N | Cappelletti, strong
    1  1N-X=1=-2D-X-P=2=-P-2H-3D-P-3H=3=-P-3S-P-4D | Cappelletti, strong | Artificial | Limit raise or better in !D
    1  1N-X=1=-2D-X-XX=2=-2H=3=-P-2S | Cappelletti, strong | Artificial | Limit raise or better in !S
    1  1N-X=1=-2D-X-XX=2=-2H=3=-P-3S | Cappelletti, strong | Artificial | Limit raise or better in !S
    1  1N-X=1=-2H-3C-X=2= | Cappelletti, strong | Support
    1  1N-X=1=-2H-3D-3S-4D | Cappelletti, strong
    3  1N-X=1=-2H-4H | Cappelletti, strong
    1  1N-X=1=-2H-5C | Cappelletti, strong
    1  1N-X=1=-2H-P-2N=2=-P-3S | Cappelletti, strong | Extended acceptance after NT
    7  1N-X=1=-2H-P-2S | Cappelletti, strong
    1  1N-X=1=-2H-P-2S-P-3C-P-3S | Cappelletti, strong
    1  1N-X=1=-2H-P-2S-P-3D-P-3S | Cappelletti, strong
    2  1N-X=1=-2H-P-2S-P-3S | Cappelletti, strong
    2  1N-X=1=-2H-P-2S-P-P-3H | Cappelletti, strong
    1  1N-X=1=-2H-P-2S-X-P-3H | Cappelletti, strong
    1  1N-X=1=-2H-X-2S | Cappelletti, strong
    1  1N-X=1=-2S=2=-3D | Cappelletti, strong | 1N-2S transfer to clubs
    1  1N-X=1=-2S=2=-3S-P-4C=3=-P-4S | Cappelletti, strong | 1N-2S transfer to clubs | Limit raise or better in !S
    1  1N-X=1=-2S=2=-4H | Cappelletti, strong | 1N-2S transfer to clubs
    2  1N-X=1=-2S=2=-4S | Cappelletti, strong | 1N-2S transfer to clubs
   21  1N-X=1=-2S=2=-P-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    4  1N-X=1=-2S=2=-P-3C=3=-P-P-X | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    2  1N-X=1=-2S=2=-P-3C=3=-X | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    2  1N-X=1=-2S=2=-P-3C=3=-X-P-3D | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    1  1N-X=1=-2S=2=-P-3C=3=-X-P-3H | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    1  1N-X=1=-2S=2=-P-3C=3=-X-P-3S-P-P-4C | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    1  1N-X=1=-2S=2=-P-3C=3=-X-P-3S-P-P-4C-4S-P-P-5C-P-P-X | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    1  1N-X=1=-2S=2=-P-3C=3=-X-P-3S-P-P-4C-P-P-X | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    1  1N-X=1=-2S=2=-X-3C=3= | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    1  1N-X=1=-2S=2=-X-3C=3=-3S | Cappelletti, strong | 1N-2S transfer to clubs | Automat
    1  1N-X=1=-3C=2=-3H-P-3N-4D-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds
    1  1N-X=1=-3C=2=-4C | Cappelletti, strong | 1N-3C transfer to diamonds
    1  1N-X=1=-3C=2=-4C-P-P-4D | Cappelletti, strong | 1N-3C transfer to diamonds
    2  1N-X=1=-3C=2=-4S | Cappelletti, strong | 1N-3C transfer to diamonds
   30  1N-X=1=-3C=2=-P-3D=3= | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    1  1N-X=1=-3C=2=-P-3D=3=-P-P-4S | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    3  1N-X=1=-3C=2=-P-3D=3=-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    1  1N-X=1=-3C=2=-P-3D=3=-P-P-X-P-3H | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    3  1N-X=1=-3C=2=-P-3D=3=-X-P-3H | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    1  1N-X=1=-3C=2=-P-3D=3=-X-P-3H-P-P-4D | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    1  1N-X=1=-3C=2=-P-3D=3=-X-P-3H-P-P-4D-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    2  1N-X=1=-3C=2=-P-3D=3=-X-P-3S | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    1  1N-X=1=-3C=2=-P-3D=3=-X-P-3S-P-P-4D-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    1  1N-X=1=-3C=2=-P-3D=3=-X-P-4C-X | Cappelletti, strong | 1N-3C transfer to diamonds | Automat
    1  1N-X=1=-3C=2=-X-P-P-3D-4C-P-P-4D-P-P-X | Cappelletti, strong | 1N-3C transfer to diamonds
    2  1N-X=1=-4S=2=-P-5C-X | Cappelletti, strong | Minors
